"","varbtwn_0","varwin_0","varbtwn_100","varwin_100","varbtwn_200","varwin_200","varbtwn_300","varwin_300","turnover","carriers","sim_no","socialize","b0","b1","b2","b3","eps_soc","alienate","r0","r1","r2","select","s0","s1","eps_hire"
"1",5.27796019380314,109.578842781115,1.96542367976499,113.816365381319,3.0978937325108,113.698937659068,3.97152502444435,113.908206437699,0.0292321889996309,NA,1,0,0,0,0,0,0,0,0.03,0,0,0,10,0.01,10
"2",0.745517514533448,0.0106929775570188,0.0332143078150351,0.145540241302982,0.01317459260493,0.021164692127386,0.00199123091533578,0.00887968815771925,0.0296899224806202,NA,1,0,0,0,0,0,0,0,0.03,0,0,1,0.1,0.01,0
"3",0.839515623372678,0.0100110365318329,0.00932882137419892,0.160845676903918,0.000841030900992225,0.0206488806189343,0.000513071957951488,0.00497347360232581,0.0297379106681432,NA,1,0,0,0,0,0,0,0,0.03,0,0,1,0.1,0.01,0.1
"4",0.628424859302139,0.968283849704742,0.191840005369911,0.825402218334149,0.080723751750905,0.703958930371514,0.0820861845381307,0.599913154526856,0.0299040236249539,NA,1,0,0,0,0,0,0,0,0.03,0,0,1,1,0.01,0
"5",1.12497329720756,1.06260447180305,0.134658206036076,1.04711571837583,0.17671076092146,0.698133600026606,0.0943926108217192,0.662834349685432,0.030077519379845,NA,1,0,0,0,0,0,0,0,0.03,0,0,1,1,0.01,0.1
"6",5.87836594569956,100.873588984986,5.33711877598816,70.4170079886704,5.71834986715612,58.9326683008287,3.00348731665206,53.8504831643114,0.0296013289036545,NA,1,0,0,0,0,0,0,0,0.03,0,0,1,10,0.01,0
"7",4.28475777659373,101.98107399345,7.11348321993124,68.8124072927957,6.88336673930131,55.7852555607055,4.24605704587117,52.931906961598,0.0297009966777409,NA,1,0,0,0,0,0,0,0,0.03,0,0,1,10,0.01,0.1
"8",3.33153780510741,100.678303698247,3.64462172271879,98.3543871638893,3.87111231181347,98.4138860624874,3.16280437251609,101.7430640967,0.0977593207825766,NA,1,0,0,0,0,0,0,1,0.03,0.1,0.1,0,10,0.01,10
"9",1.03310282404934,0.00981298634673807,0.00511930843208477,0.00779223321115774,0.00117426946218919,0.00670677559364636,0.00155116959047265,0.00474868772511774,0.0540568475452196,NA,1,0,0,0,0,0,0,1,0.03,0.1,0.1,1,0.1,0.01,0
"10",1.00942085353012,0.00999279003593811,0.0418364574109999,0.00792768652137391,0.0129808524932611,0.0341978931261658,0.000781791491778991,0.00267074552189168,0.0515245478036176,NA,1,0,0,0,0,0,0,1,0.03,0.1,0.1,1,0.1,0.01,0.1
"11",1.08454432561223,1.04759466671042,0.138289845454951,0.696784487683237,0.0966956899803681,0.535924761147093,0.0802370754442269,0.454901103416961,0.0908194905869324,NA,1,0,0,0,0,0,0,1,0.03,0.1,0.1,1,1,0.01,0
"12",0.996896959163867,1.02187127113453,0.104801653772915,0.665252899744995,0.153384176663851,0.442946748181909,0.110386616449605,0.367450281133399,0.0903875968992248,NA,1,0,0,0,0,0,0,1,0.03,0.1,0.1,1,1,0.01,0.1
